title,authors,pub_title,pub_date,pub_issuenum,start_page,subjects,citation,url,doc_id,dvi_type,image_url
Cultural Studies,"['Warnes, Andrew']",The Times Literary Supplement,"November 4, 2011",5666,25,,"Warnes, Andrew. ""Cultural Studies."" The Times Literary Supplement, no. 5666, 4 Nov. 2011, p. 25. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200562773/TLSH?u=linc74325&sid=gale_api&xid=aa2322cf,GALE|EX1200562773,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2011-1104-0025']
Heinemann,,The Times Literary Supplement,"March 3, 1972",3653,238,,"""Heinemann."" The Times Literary Supplement, no. 3653, 3 Mar. 1972, p. 238. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200379360/TLSH?u=linc74325&sid=gale_api&xid=e22e06bf,GALE|EX1200379360,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-0303-0006']
The Literature of the Civil War,,The Times Literary Supplement,"March 3, 1972",3653,247,,"""The Literature of the Civil War."" The Times Literary Supplement, no. 3653, 3 Mar. 1972, pp. 247+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200379397/TLSH?u=linc74325&sid=gale_api&xid=63fd86e0,GALE|EX1200379397,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-0303-0015', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-0303-0016']"
Heinemann Educational Ltd.,,The Times Literary Supplement,"November 19, 1971",3638,1447,,"""Heinemann Educational Ltd."" The Times Literary Supplement, no. 3638, 19 Nov. 1971, p. 1447. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200376951/TLSH?u=linc74325&sid=gale_api&xid=56894890,GALE|EX1200376951,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1971-1119-0015']
Full Analysis of the War Awaited,,Financial Times,"March 6, 1972","25,699",22,,"""Full Analysis of the War Awaited."" Nigeria: Financial Times Survey. Financial Times, 6 Mar. 1972, p. 22. Financial Times Historical Archive.",https://link.gale.com/apps/doc/HS2300739108/FTHA?u=linc74325&sid=gale_api&xid=a6d31e81,GALE|HS2300739108,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/FTDA-1972-0306-0022']
Heinemann,,The Times Literary Supplement,"October 2, 1969",3527,1123,,"""Heinemann."" The Times Literary Supplement, no. 3527, 2 Oct. 1969, p. 1123. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200361516/TLSH?u=linc74325&sid=gale_api&xid=d83e7c47,GALE|EX1200361516,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1969-1002-0007']
"Gestures of yearning, acts of faith","['Batchelor, Paul']",The Times Literary Supplement,"November 2, 2012",5718,12,,"Batchelor, Paul. ""Gestures of yearning, acts of faith."" The Times Literary Supplement, no. 5718, 2 Nov. 2012, pp. 12+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200566863/TLSH?u=linc74325&sid=gale_api&xid=cfb68931,GALE|EX1200566863,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2012-1102-0012', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2012-1102-0013']"
Eng. Lit. Expands,"['Jeffares A. Norman', 'N. JEFFARES']",The Times Literary Supplement,"December 4, 1969",3536,1381,,"Norman, Jeffares A., and N. JEFFARES. ""Eng. Lit. Expands."" The Times Literary Supplement, no. 3536, 4 Dec. 1969, p. 1381. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200363078/TLSH?u=linc74325&sid=gale_api&xid=2952fd2e,GALE|EX1200363078,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1969-1204-0009']
At the crossroads of cultures,['Nadine Gordimer'],The Times Literary Supplement,"October 17, 1975",3840,1227,,"Gordimer, Nadine. ""At the crossroads of cultures."" The Times Literary Supplement, no. 3840, 17 Oct. 1975, p. 1227. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200409222/TLSH?u=linc74325&sid=gale_api&xid=58904010,GALE|EX1200409222,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1975-1017-0007']
Evans,,The Times Literary Supplement,"March 2, 1973",3704,234,,"""Evans."" The Times Literary Supplement, no. 3704, 2 Mar. 1973, p. 234. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200387886/TLSH?u=linc74325&sid=gale_api&xid=4ee8d748,GALE|EX1200387886,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1973-0302-0010']
African Writers Series reaches 100,,The Times Literary Supplement,"February 25, 1972",3652,208,,"""African Writers Series reaches 100."" The Times Literary Supplement, no. 3652, 25 Feb. 1972, p. 208. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200379210/TLSH?u=linc74325&sid=gale_api&xid=60cd8d1b,GALE|EX1200379210,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-0225-0004']
A change of address,['Robert Potts'],The Times Literary Supplement,"January 25, 2002",5156,25,,"Potts, Robert. ""A change of address."" The Times Literary Supplement, no. 5156, 25 Jan. 2002, p. 25. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200507640/TLSH?u=linc74325&sid=gale_api&xid=70cf8e8e,GALE|EX1200507640,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2002-0125-0025']
Contents,,The Times Literary Supplement,"November 5, 2010",5614,,,"""Contents."" The Times Literary Supplement, no. 5614, 5 Nov. 2010. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200554718/TLSH?u=linc74325&sid=gale_api&xid=cb818fc5,GALE|EX1200554718,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2010-1105-0002']
The people who are Africa,"['Van Der Vlies, Andrew']",The Times Literary Supplement,"April 2, 2010",5583,5,,"Van Der Vlies, Andrew. ""The people who are Africa."" The Times Literary Supplement, no. 5583, 2 Apr. 2010, p. 5. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200553362/TLSH?u=linc74325&sid=gale_api&xid=77c05670,GALE|EX1200553362,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2010-0402-0005']
The Times Diary,['PHS'],The Times,"September 3, 1969",57655,10,,"PHS. ""The Times Diary."" Times, 3 Sept. 1969, p. 10. The Times Digital Archive.",https://link.gale.com/apps/doc/CS168522019/TTDA?u=linc74325&sid=gale_api&xid=6edc3460,GALE|CS168522019,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1969-SEP03-010']
The arrest of Ken Saro-Wiwa,,The Times Literary Supplement,"July 2, 1993",4709,16,"['Saro-Wiwa, Ken']","""The arrest of Ken Saro-Wiwa."" The Times Literary Supplement, no. 4709, 2 July 1993, p. 16. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200179830/TLSH?u=linc74325&sid=gale_api&xid=38f868a2,GALE|EX1200179830,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1993-0702-0016']
African Exports,"['Anthony Hamilton Millard Kirk-Greene', 'Kirk Greene']",The Times Literary Supplement,"July 27, 1973",3725,876,,"Kirk-Greene, Anthony Hamilton Millard, and Kirk Greene. ""African Exports."" The Times Literary Supplement, no. 3725, 27 July 1973, p. 876. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200391232/TLSH?u=linc74325&sid=gale_api&xid=c135a9f7,GALE|EX1200391232,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1973-0727-0032']
"A poet in arms (guns, sub-machine 9mm, 1007)",,The Sunday Times,"October 30, 1966",7484,9,,"""A poet in arms (guns, sub-machine 9mm, 1007)."" Sunday Times, 30 Oct. 1966, p. 9. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800772721/STHA?u=linc74325&sid=gale_api&xid=5be8fda3,GALE|FP1800772721,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1966-1030-0009']
Africa speaks,['Jeremy Brooks'],The Sunday Times,"April 9, 1972",7765,40,,"Brooks, Jeremy. ""Africa speaks."" Sunday Times, 9 Apr. 1972, p. 40. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801357043/STHA?u=linc74325&sid=gale_api&xid=6a409aae,GALE|FP1801357043,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1972-0409-0040']
Then and Now,,The Times Literary Supplement,"August 8, 2014",5810,16,,"""Then and Now."" The Times Literary Supplement, no. 5810, 8 Aug. 2014, p. 16. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/JRNPWG346447582/TLSH?u=linc74325&sid=gale_api&xid=e42f557a,GALE|JRNPWG346447582,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSHF0001-C00000-N20140808-00160']
Uprooting the malignat fictions,['Cherry Clayton'],The Times Literary Supplement,"September 23, 1988",4460,1043,"['Achebe, Chinua']","Clayton, Cherry. ""Uprooting the malignat fictions."" The Times Literary Supplement, no. 4460, 23 Sept. 1988, p. 1043. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200455973/TLSH?u=linc74325&sid=gale_api&xid=6232c2e1,GALE|EX1200455973,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1988-0923-0011']
African fiction: a sense of urgency,['Jeremy Brooks'],The Sunday Times,"December 12, 1976",8009,39,,"Brooks, Jeremy. ""African fiction: a sense of urgency."" Sunday Times, 12 Dec. 1976, p. 39. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800832656/STHA?u=linc74325&sid=gale_api&xid=1f9f11b7,GALE|FP1800832656,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1976-1212-0039']
Surveying Yeats from China to Peru,"['G. S. Fraser', 'G. S. Fraser']",The Times Literary Supplement,"February 10, 1966",3337,99,"['Yeats, William Butler']","Fraser, G. S., and G. S. Fraser. ""Surveying Yeats from China to Peru."" The Times Literary Supplement, no. 3337, 10 Feb. 1966, p. 99. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200340688/TLSH?u=linc74325&sid=gale_api&xid=17bb7710,GALE|EX1200340688,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1966-0210-0007']
PUBLISHING LOCALLY OR FROM LONDON,"['Michael Barry Connock', 'M. B. CONNOCK', 'Alan John Wills Hill', 'ALAN HILL']",The Times Literary Supplement,"August 10, 1962",3154,596,"['Oxford University Press (Oxford, England)', 'Printing industry', 'Cabinet officials']","Connock, Michael Barry, et al. ""PUBLISHING LOCALLY OR FROM LONDON."" The Times Literary Supplement, no. 3154, 10 Aug. 1962, pp. 596+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200325529/TLSH?u=linc74325&sid=gale_api&xid=059fa814,GALE|EX1200325529,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1962-0810-0032', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1962-0810-0033']"
A fatal tendency,['Candice Rodd'],The Times Literary Supplement,"March 29, 1991",4591,18,,"Rodd, Candice. ""A fatal tendency."" The Times Literary Supplement, no. 4591, 29 Mar. 1991, p. 18. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200462274/TLSH?u=linc74325&sid=gale_api&xid=763cc1f2,GALE|EX1200462274,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1991-0329-0018']
ACCA,,Financial Times,"September 18, 2008","36,800",6,,"""ACCA."" Appointments. Financial Times, 18 Sept. 2008, p. 6. Financial Times Historical Archive.",https://link.gale.com/apps/doc/HS2307123681/FTHA?u=linc74325&sid=gale_api&xid=100c51cd,GALE|HS2307123681,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/FTDA-2008-0918-0050']
AFRICA CENTRE,,The Times Literary Supplement,"April 12, 1991",4593,11,,"""AFRICA CENTRE."" The Times Literary Supplement, no. 4593, 12 Apr. 1991, p. 11. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200178346/TLSH?u=linc74325&sid=gale_api&xid=8dc11b7f,GALE|EX1200178346,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1991-0412-0011']
Ain't I a woman,"['John Hawley', 'Maya Jaggi']",The Times Literary Supplement,"December 11, 1992",4680,22,"['Egyptian history, to 642 (Ancient period)']","Hawley, John, and Maya Jaggi. ""Ain't I a woman."" The Times Literary Supplement, no. 4680, 11 Dec. 1992, p. 22. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200468728/TLSH?u=linc74325&sid=gale_api&xid=459fcbc7,GALE|EX1200468728,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1992-1211-0022']
Ain't I a woman,"['John Hawley', 'Maya Jaggi']",The Times Literary Supplement,"December 11, 1992",4680,22,"['Egyptian history, to 642 (Ancient period)']","Hawley, John, and Maya Jaggi. ""Ain't I a woman."" The Times Literary Supplement, no. 4680, 11 Dec. 1992, p. 22. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200468728/TLSH?u=linc74325&sid=gale_api&xid=459fcbc7,GALE|EX1200468728,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1992-1211-0022']
Anowa,['Malcolm Rutherford'],Financial Times,"April 9, 1991","31,423",23,['Anowa (Play)'],"Rutherford, Malcolm. ""Anowa."" Financial Times, 9 Apr. 1991, p. 23. Financial Times Historical Archive.",https://link.gale.com/apps/doc/HS2304567606/FTHA?u=linc74325&sid=gale_api&xid=d80aec45,GALE|HS2304567606,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/FTDA-1991-0409-0023']
Channel 4,,Financial Times,"May 8, 1997","33,285",23,"['Channel Four Television Corp. Channel 4', 'Alcoholic beverage industry']","""Channel 4."" Financial Times, 8 May 1997, p. 23. Financial Times Historical Archive.",https://link.gale.com/apps/doc/HS2305187651/FTHA?u=linc74325&sid=gale_api&xid=d3d82e6b,GALE|HS2305187651,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/FTDA-1997-0508-0023']
Attempting the pen,['Angela Leighton'],The Times Literary Supplement,"September 22, 1989",4512,1024,,"Leighton, Angela. ""Attempting the pen."" The Times Literary Supplement, no. 4512, 22 Sept. 1989, p. 1024. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200458581/TLSH?u=linc74325&sid=gale_api&xid=d2c0cd6e,GALE|EX1200458581,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1989-0922-0008']
In brief,['Isobel Shirlaw'],The Times Literary Supplement,"February 4, 2005",5314,29,,"Shirlaw, Isobel. ""In brief."" The Times Literary Supplement, no. 5314, 4 Feb. 2005, pp. 29+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200521954/TLSH?u=linc74325&sid=gale_api&xid=172c9682,GALE|EX1200521954,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2005-0204-0029', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2005-0204-0028']"
Listings,,The Times Literary Supplement,"March 15, 1991",4589,25,,"""Listings."" The Times Literary Supplement, no. 4589, 15 Mar. 1991, pp. 25+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200537679/TLSH?u=linc74325&sid=gale_api&xid=732cb5bf,GALE|EX1200537679,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1991-0315-0025', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1991-0315-0026']"
Radio,,The Sunday Times,"August 17, 1997",9025,31[S9],,"""Radio."" Culture. Sunday Times, 17 Aug. 1997, p. 31[S9]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803313856/STHA?u=linc74325&sid=gale_api&xid=011ecbf7,GALE|FP1803313856,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1997-0817-0209']
Radio 1,,The Sunday Times,"September 10, 1995",8924,48[S9],,"""Radio 1."" The Culture. Sunday Times, 10 Sept. 1995, p. 48[S9]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802884002/STHA?u=linc74325&sid=gale_api&xid=2a9cfc6c,GALE|FP1802884002,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1995-0910-0245']
TLS Listings,,The Times Literary Supplement,"April 3, 1987",4383,370,,"""TLS Listings."" The Times Literary Supplement, no. 4383, 3 Apr. 1987, pp. 370+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200171331/TLSH?u=linc74325&sid=gale_api&xid=dd461a2c,GALE|EX1200171331,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1987-0403-0030', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1987-0403-0031']"
TLS LISTINGS,,The Times Literary Supplement,"March 25, 1988",4434,342,,"""TLS LISTINGS."" The Times Literary Supplement, no. 4434, 25 Mar. 1988, pp. 342+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200454524/TLSH?u=linc74325&sid=gale_api&xid=4a305197,GALE|EX1200454524,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1988-0325-0026', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1988-0325-0027']"
Paperbacks,,The Sunday Times,"May 12, 1991",8699,8[S4],,"""Paperbacks."" Books. Sunday Times, 12 May 1991, p. 8[S4]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802815899/STHA?u=linc74325&sid=gale_api&xid=5b936d72,GALE|FP1802815899,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1991-0512-0108']
The Times Diary,['PHS'],The Times,"October 4, 1967",57063,10,"['Sony Pictures Entertainment Inc. Columbia Pictures', 'Movie directors', 'Ray, Satyajit']","PHS. ""The Times Diary."" Times, 4 Oct. 1967, p. 10. The Times Digital Archive.",https://link.gale.com/apps/doc/CS168389956/TTDA?u=linc74325&sid=gale_api&xid=fefe8b74,GALE|CS168389956,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1967-OCT04-010']
The Times Diary,['PHS'],The Times,"September 6, 1968",57349,10,"['Wilson, Harold (British prime minister)', 'Crossman, R.H.S.']","PHS. ""The Times Diary."" Times, 6 Sept. 1968, p. 10. The Times Digital Archive.",https://link.gale.com/apps/doc/CS168390438/TTDA?u=linc74325&sid=gale_api&xid=81fa8d53,GALE|CS168390438,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1968-SEP06-010']
"Love, charity and fantasy",,The Sunday Times,"May 22, 1988",8546,12[S5],,"""Love, charity and fantasy."" Books. Sunday Times, 22 May 1988, p. 12[S5]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801891801/STHA?u=linc74325&sid=gale_api&xid=6d97aa9b,GALE|FP1801891801,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1988-0522-0136']
Elite performances,['Dennis Walder'],The Times Literary Supplement,"January 14, 1983",4163,43,,"Walder, Dennis. ""Elite performances."" The Times Literary Supplement, no. 4163, 14 Jan. 1983, p. 43. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200440211/TLSH?u=linc74325&sid=gale_api&xid=cf941dfd,GALE|EX1200440211,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1983-0114-0019']
Father and Son,['C. Moore'],The Times Literary Supplement,"August 31, 1973",3730,993,['Political protest'],"Moore, C. ""Father and Son."" The Times Literary Supplement, no. 3730, 31 Aug. 1973, p. 993. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200391803/TLSH?u=linc74325&sid=gale_api&xid=2080c0d7,GALE|EX1200391803,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1973-0831-0005']
Folklore Modern Style,['James Moxon'],The Times,"October 22, 1969",57697,VIII,['Folklore'],"Moxon, James. ""Folklore Modern Style."" Times, 22 Oct. 1969, p. VIII. The Times Digital Archive.",https://link.gale.com/apps/doc/CS638153046/TTDA?u=linc74325&sid=gale_api&xid=72cb43c1,GALE|CS638153046,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1969-OCT22-038']
Little attention paid to youth culture,['Cameron Duodu'],The Times,"September 30, 1971",58286,VII,['Youth'],"Duodu, Cameron. ""Little attention paid to youth culture."" Times, 30 Sept. 1971, p. VII. The Times Digital Archive.",https://link.gale.com/apps/doc/CS587691326/TTDA?u=linc74325&sid=gale_api&xid=e54ed8c4,GALE|CS587691326,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1971-SEP30-035']
"Guide to Twentieth-Century Women Novelists, A",['Katy Emck'],The Times Literary Supplement,"June 27, 1997",4917,25,"['Novelists', 'Quin, Ann']","Emck, Katy. ""Guide to Twentieth-Century Women Novelists, A."" The Times Literary Supplement, no. 4917, 27 June 1997, p. 25. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200487328/TLSH?u=linc74325&sid=gale_api&xid=e4385261,GALE|EX1200487328,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1997-0627-0025']
Heroically marginal,['Roz Kaveney'],The Times Literary Supplement,"November 6, 1987",4414,1227,,"Kaveney, Roz. ""Heroically marginal."" The Times Literary Supplement, no. 4414, 6 Nov. 1987, p. 1227. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200173029/TLSH?u=linc74325&sid=gale_api&xid=a79b5782,GALE|EX1200173029,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1987-1106-0019']
Longmans,,The Times Literary Supplement,"September 16, 1965",3316,793,,"""Longmans."" The Times Literary Supplement, no. 3316, 16 Sept. 1965, p. 793. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200337649/TLSH?u=linc74325&sid=gale_api&xid=15932b2a,GALE|EX1200337649,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1965-0916-0009']
Miracle at the margin,['Annmarie Drury'],The Times Literary Supplement,"November 24, 2000",5095,26,,"Drury, Annmarie. ""Miracle at the margin."" The Times Literary Supplement, no. 5095, 24 Nov. 2000, p. 26. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200540309/TLSH?u=linc74325&sid=gale_api&xid=9edf0d91,GALE|EX1200540309,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2000-1124-0026']
Refusing to learn,['Jo-Ann Goodwin'],The Times Literary Supplement,"December 19, 1986",4368,1428,,"Goodwin, Jo-Ann. ""Refusing to learn."" The Times Literary Supplement, no. 4368, 19 Dec. 1986, p. 1428. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200170365/TLSH?u=linc74325&sid=gale_api&xid=ba892808,GALE|EX1200170365,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1986-1219-0016']
Rower fails to conquer Pacific,,The Times,"June 15, 1983",61559,5,['Security guards'],"""Rower fails to conquer Pacific."" Times, 15 June 1983, p. 5. The Times Digital Archive.",https://link.gale.com/apps/doc/CS85691599/TTDA?u=linc74325&sid=gale_api&xid=0d9e19c4,GALE|CS85691599,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1983-JUN15-005']
Second Crop,"['A. Moore', 'Moore (AKA)']",The Times Literary Supplement,"March 23, 1967",3395,244,,"Moore, A., and Moore (AKA). ""Second Crop."" The Times Literary Supplement, no. 3395, 23 Mar. 1967, p. 244. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200146236/TLSH?u=linc74325&sid=gale_api&xid=bbe658fb,GALE|EX1200146236,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1967-0323-0016']
Too close for comfort,['Penny Perrick'],The Sunday Times,"November 15, 1987",8519,60,,"Perrick, Penny. ""Too close for comfort."" Sunday Times, 15 Nov. 1987, p. 60. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801745258/STHA?u=linc74325&sid=gale_api&xid=d37f74b9,GALE|FP1801745258,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1987-1115-0060']
Voices of Empire,['Maria Couto'],The Times Literary Supplement,"April 9, 1993",4697,22,,"Couto, Maria. ""Voices of Empire."" The Times Literary Supplement, no. 4697, 9 Apr. 1993, p. 22. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200469695/TLSH?u=linc74325&sid=gale_api&xid=ec8ad6ff,GALE|EX1200469695,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1993-0409-0022']
Letter from... Harare,,The Times Literary Supplement,"November 3, 2000",5092,19,"['Dollar (United States)', 'Security guards']","""Letter from... Harare."" The Times Literary Supplement, no. 5092, 3 Nov. 2000, p. 19. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200501869/TLSH?u=linc74325&sid=gale_api&xid=59cfe317,GALE|EX1200501869,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2000-1103-0019']
The Primacy of the Performer,['Geoffrey Axworthy'],The Times Literary Supplement,"September 17, 1976",3888,1175,,"Axworthy, Geoffrey. ""The Primacy of the Performer."" The Times Literary Supplement, no. 3888, 17 Sept. 1976, p. 1175. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200415115/TLSH?u=linc74325&sid=gale_api&xid=99ce3ed9,GALE|EX1200415115,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1976-0917-0035']
Hopes and resentments,['Michael Hofmann'],The Times Literary Supplement,"November 29, 1985",4313,1370,"['Couzyn, Jeni', 'Rumens, Carol']","Hofmann, Michael. ""Hopes and resentments."" The Times Literary Supplement, no. 4313, 29 Nov. 1985, p. 1370. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200448398/TLSH?u=linc74325&sid=gale_api&xid=a7d071ba,GALE|EX1200448398,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1985-1129-0030']
