"airtableID","title","Unique ID","Article title","Document type","Article Date (formatted)","[publication]","publisher","Source page no","Source link","Gale ID","Source access date","rights_holder","[archive]","Excerpt","works","[events]","subjects","Tags","Notes","Permissions","[news item roles]","Completion Status","person","contributor.name","creator.name","topics-decade","commentaries_relation","Related Event Omeka ID","Contributor Omeka ID","Publication Internal ID","site section"
"","SOME ENGLISH (1968-08-29)","apdp.news.001039","SOME ENGLISH","Book Review","1968-08-29","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","914","https://link.gale.com/apps/doc/EX1200353575/TLSH?u=linc74325&sid=gale_api&xid=27771af2","GALE|EX1200353575","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Graham Greene, Angus WIlson, Anthony Powell, Nigel Dennis, F.R. Leaves... there, to start with, are a few who are not represented in Karl Miller's anthology of writing in England in the past fifteen years. ","","","","","","© Times Newspapers Limited.","['recqGeC81IvPeOw9C']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1960","","","","[""apdp.publication.000001""]",""
"","The Anglo-Arab encounter (1992-06-19)","apdp.news.001042","The Anglo-Arab encounter","Book Review","1992-06-19","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","19","https://link.gale.com/apps/doc/EX1200466905/TLSH?u=linc74325&sid=gale_api&xid=7f199402","GALE|EX1200466905","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","A massive literature in English now exists in all the many countries that were once British colonies, in many of which (Canada, Australia, New Zealand) English is the lingua franca; ireland and South Africa are similar but not exactly so, with Gaelic and Afrikaans jostling English.","","","","[""language"", ""anglo-arab"", ""english-language literature"", ""arabic""]","","© Times Newspapers Limited.","['recB38QqNUAPT3IYq']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1990","","","","[""apdp.publication.000001""]",""
"","The great and the cheese-paring (1990-04-27)","apdp.news.001045","The great and the cheese-paring","Book Review","1990-04-27","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","442","https://link.gale.com/apps/doc/EX1200176587/TLSH?u=linc74325&sid=gale_api&xid=07ce757c","GALE|EX1200176587","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The late 1880s and 1890s saw the arrival of an unusually forceful generation of British publishers: J.M. Dent, Bodley Head, Osgood Mcllvlane, T. Fisher Unwin, Edward Arnold, Methuen, Leonard Smithers, William Heinemann. ","""[Things Fall Apart (1958)](apdp.work.000170)""","","","","","© Times Newspapers Limited.","['recjFstdCYw4aIqID']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1990","","","","[""apdp.publication.000001""]",""
"","The growth of African publishing (1982-02-26)","apdp.news.001048","The growth of African publishing","Critical Article","1982-02-26","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","213","https://link.gale.com/apps/doc/EX1200436712/TLSH?u=linc74325&sid=gale_api&xid=aa46dd6b","GALE|EX1200436712","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","According to traditional Yoruba belief, Ile Ife is the original home of mankind. In the beginning, it was the hunting grounds of the gods who descended to it from the sky by a spider's web.","""[Things Fall Apart (1958)](apdp.work.000170)""","","","","","© Times Newspapers Limited.","['recVo9i6SJgnYfg9W']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1980","","","","[""apdp.publication.000001""]",""
"","The Times Literary Supplement (1990-05-18)","apdp.news.001052","The Times Literary Supplement","Advertisement","1990-05-18","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","514","https://link.gale.com/apps/doc/EX1200460310/TLSH?u=linc74325&sid=gale_api&xid=9f36c495","GALE|EX1200460310","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The Times Literary Supplement: Contents: C.L. Innes: Chinua Achebe","","","","","","© Times Newspapers Limited.","['reciyoFEdwHZZlY2K']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1990","","","","[""apdp.publication.000001""]",""
"","Through colonialist windows (1981-10-16)","apdp.news.001055","Through colonialist windows","Book Review","1981-10-16","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","1217","https://link.gale.com/apps/doc/EX1200435134/TLSH?u=linc74325&sid=gale_api&xid=061970c7","GALE|EX1200435134","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Africa, from north to south, remains a dangerous place for writers. The most extreme case is Uganda, where four playwrights were murdered in a single year by Idi Amin's henchmen.","","","","[""language"", ""colonialism"", ""politics""]","","© Times Newspapers Limited.","['rec1ptCetWWt7wFyn', 'recpIeI3dNBiYmcCg', 'reczA0mGZly7efoIs']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[wa Thiong'o, Ngugi 'James']()|Author;;;[wa Thiong'o, Ngugi 'James']()|Article Author;;;[Baldwin, James]()|Author;;;[Baldwin, James]()|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'"", ""wa Thiong'o, Ngugi 'James'"", ""Baldwin, James""]","1980","","","","[""apdp.publication.000001""]",""
"","Uncommon Wealth (1964-09-17)","apdp.news.001057","Uncommon Wealth","Feature","1964-09-17","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","859","https://link.gale.com/apps/doc/EX1200334357/TLSH?u=linc74325&sid=gale_api&xid=f5a98f76","GALE|EX1200334357","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","It is a great question mark hung in the air above the Commonwealth Literature Conference at Leeds last weeks its presence was only recognized as the week went by.","","['recPnrsqldZeILaZ9']","""[Conference on Commonwealth Literature at Leeds](apdp.event.000114)""","[""commonwealth""]","","© Times Newspapers Limited.","['rec037VZkXh7nxiEY']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1960","","","","[""apdp.publication.000001""]",""
"","Unruly hares (2010-12-24)","apdp.news.001058","Unruly hares","Book Review","2010-12-24","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","16","https://link.gale.com/apps/doc/EX1200555674/TLSH?u=linc74325&sid=gale_api&xid=f399a6ce","GALE|EX1200555674","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The challenge of this book is to be engaging, stimulating, and very short. Once the choice has been made not to offer a concise chronicle history or brief anatomy of kinds, an arm must be chanced and a focused found.","","","","[""english literature "", ""commonwealth""]","","© Times Newspapers Limited.","['recOR8CUXYPlIxP5z']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","2010","","","","[""apdp.publication.000001""]",""
"","World writers in Budapest (1989-06-30)","apdp.news.001063","World writers in Budapest","Feature","1989-06-30","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","726","https://link.gale.com/apps/doc/EX1200458286/TLSH?u=linc74325&sid=gale_api&xid=57b314ce","GALE|EX1200458286","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Every international literary congress is 90 percent formulaic: a secular liturgy in which commonplace truths and consoling myths are toned and customary rites enacted. ","","['recX5WFMNhzNOwk3x']","""[Wheatfield Conference on World Literature ](apdp.event.000128)""","[""literary event""]","","© Times Newspapers Limited.","['reca0M1NFFLjK0b0Z', 'recPKooANy123sdiF', 'recPaobfXkw0YiiiP']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[Rushdie, Salman]()|Author;;;[Rushdie, Salman]()|Article Author;;;[Gordimer, Nadine]()|Author;;;[Gordimer, Nadine]()|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Rushdie, Salman"", ""Gordimer, Nadine""]","1980","","","","[""apdp.publication.000001""]",""
"","20.05.2013 Abuja, Nigeria (2013-05-24)","apdp.news.000940","20.05.2013 Abuja, Nigeria","Obituary","2013-05-24","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","3","https://link.gale.com/apps/doc/EX1200569422/TLSH?u=linc74325&sid=gale_api&xid=45cb8279","GALE|EX1200569422","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","""Nigeria was enveloped by a certain assurance of an unbridled destiny, of overwhelming assurance of life's promise, unburdened by any knowledge of providence's intended destination."" Such was Chinua Achebe's view of his homeland in his last published book, a memoir of the Biafran War, There Was A Country.","""[There Was A Country  (2013)](apdp.work.000006)""","","","[""death"", ""obituary"", ""Biafra""]","","© Times Newspapers Limited.","['recE0OJlVJhZongx4']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","2010","","","","[""apdp.publication.000001""]",""
"","A plea for polyphony (1990-05-18)","apdp.news.000959","A plea for polyphony","Critical Article","1990-05-18","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","533","https://link.gale.com/apps/doc/EX1200460360/TLSH?u=linc74325&sid=gale_api&xid=fe69ef1f","GALE|EX1200460360","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The introductory editor by this, the first book of the new series that seeks to cover the collected works of noted single authors of Afro-Carribean background, speaks unhelpfully of ""black literature,"" a term whose ghost haunts the whole book. ","""[Things Fall Apart (1958)](apdp.work.000170);;;[A Man of the People (1966)](apdp.work.000029);;;[No Longer at Ease (1960)](apdp.work.000180);;;[Arrow of God (1964)](apdp.work.000181);;;[Anthills of the Savannah  (1987)](apdp.work.000005)""","['recYezaXvQEJZhKid']","""[Secession of Biafra](apdp.event.000033)""","[""black"", ""Biafra""]","","","['recrysKfiMiO6Td3O']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1990","","","","[""apdp.publication.000001""]",""
"","A Restless Land (1964-03-26)","apdp.news.000932","A Restless Land","Critical Article","1964-03-26","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","249","https://link.gale.com/apps/doc/EX1200134153/TLSH?u=linc74325&sid=gale_api&xid=75ad0c74","GALE|EX1200134153","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","These three novels are all concerned with Africa, Arrow of the God, with East Nigeria in 1921, Our Fatal Shadows with Tanganyika from pre-1914 days, when it was German East Africa, right up to independence in 1961, and The Animal Catchers with an unspecified central state on the brink of achieving Uhuru.","""[Arrow of God (1964)](apdp.work.000181);;;[Our Fatal Shadows (1964)](apdp.work.000794);;;[The Animal Catchers (1964)](apdp.work.000795)""","","","[""religion"", ""uhuru""]","","© Times Newspapers Limited.","['recZ6HwX67Fjc78n6']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1960","","","","[""apdp.publication.000001""]",""
"","African New Writing (1978-07-21)","apdp.news.000936","African New Writing","Advertisement","1978-07-21","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","822","https://link.gale.com/apps/doc/EX1200157734/TLSH?u=linc74325&sid=gale_api&xid=cba06e2b","GALE|EX1200157734","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Sir--English and European readers of your review of Okike, an African Journal of new writing edited by Chinua Achebe, may wish to know that inquiries, subscriptions and manuscripts can also be sent to Okike c/o The Registry, University of Kent, Canterbury.","""[Okike: An African Journal of New Writing (1978)](apdp.work.000141)""","","","[""okike "", ""journal""]","","© Times Newspapers Limited.","['rectMxmLooaSoQXZx']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1970","","","","[""apdp.publication.000001""]",""
"","Akamba, Yoruba, Swahili (1967-06-08)","apdp.news.000949","Akamba, Yoruba, Swahili","Editorial Letter","1967-06-08","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","517","https://link.gale.com/apps/doc/EX1200147519/TLSH?u=linc74325&sid=gale_api&xid=bf0d3ac5","GALE|EX1200147519","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Sir,--Professor Lyndon Harries in his letter of May 4 implies that African literature, if it is to be valid, must be written in a local (African) language.","""[Transition  (1961)](apdp.work.000796)""","","","[""language""]","","© Times Newspapers Limited.","['recyEZJ2TqC2qF3Je']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1960","""[Kofi Awoonor: The Unsung Poet From Ghana](apdp.commentary.000018)""","","","[""apdp.publication.000001""]",""
"","Born again in Africa (1998-12-25)","apdp.news.000947","Born again in Africa","Advertisement","1998-12-25","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","22","https://link.gale.com/apps/doc/EX1200493877/TLSH?u=linc74325&sid=gale_api&xid=6f1f04f5","GALE|EX1200493877","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","From Another Africa, photographs by Robert Lyons, essays and poems by Chinua Achebe.","""[Another Africa (1997)](apdp.work.000735)""","","","","","© Times Newspapers Limited.","['recxvqFq2gXzG2XZJ']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1990","","","","[""apdp.publication.000001""]",""
"","Cambridge University Press (1992-05-22)","apdp.news.000957","Cambridge University Press","Advertisement","1992-05-22","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","4","https://link.gale.com/apps/doc/EX1200178664/TLSH?u=linc74325&sid=gale_api&xid=ff60b04c","GALE|EX1200178664","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Now in Paperback
Chinua Achebe
C.L. Innes","""[Cambridge Studies in African and Carribean Literature 1 (1990)](apdp.work.000797)""","","","","","© Times Newspapers Limited.","['recKULI29T7Rw5Scu']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1990","","","","[""apdp.publication.000001""]",""
"","Cecil's grave (2011-04-01)","apdp.news.000934","Cecil's grave","Critical Article","2011-04-01","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","30","https://link.gale.com/apps/doc/EX1200560344/TLSH?u=linc74325&sid=gale_api&xid=ecd0de57","GALE|EX1200560344","2024-07-18","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The title of this book might just as well have been, in homage to Heart of Darkness, ""The Horror."" Some thirty-five years ago, Chinua Achebe in an angry attack on Joeseph Conrad, wrote of ""the desire to--one might indeed say the need--in Western psychology to set Africa up as a foil to Europe, as a place of negations at once remote and vaguely familiar, in comparison with which Europe's own state of spiritual grace will be manifest.""","""[Heart of Darkness (1899)](apdp.work.000798)""","['recc0ecQ7lHbEZu5G']","""[Robert Mugabe's Last Days](apdp.event.000112)""","[""death"", ""autocratic"", ""politics""]","","© Times Newspapers Limited.","['recE8KzPrBika3uFe']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","2010","","","","[""apdp.publication.000001""]",""
