"airtableID","Unique-ID","Name last","Name given","Name alt","Name markdown","Featured","Ethnicity","Country of Nationality","Country","Region","Gender","birth-year","birth-decade","birth-place","birth_spatial.city","birth_spatial.country","death-year","death-place","Education","Selected Works Title","Poems","Poetry Collections","Speeches-Lectures-Interviews-Performances-Critical Media","Selected Works Years Published","Publisher Name","Publisher Location (City and Country","Languages spoken","Publisher Type","Authority","Bio","Bio Creator","Notes","Bio Sources (MLA)","Contact","Status","In the News?"
"recg1PPn8NRcN9axy","apdp.cap.000025","Awoonor","Kofi","","[Awoonor, Kofi](apdp.cap.000025)","True","Ewe","","Ghana","Western Africa","M","1935","1930","Wheta, Ghana","""Wheta""","""Ghana""","2013","Nairobi, Kenya","University College of the Gold Coast (now the University of Ghana, Legon, B.A.,1960), University College, London (M.A., 1970), and the State University of New York at Stony Brook(Ph.D., Comparative Literature, 1972).","
","","Night of my Blood (Garden City, N.Y., Double Day. Garden City. N.Y. Anchor Books, 1971); Ride Me, Memory (Greenfield Review Press, N.Y., 1973); The House by the Sea (Greenfield Review Press, N.Y., 1978), The Latin American and Caribbean Notebook (Africa World Press, Trenton, NJ., 1992); Until the Morning After (Greenfield Review Press, N.Y., 1987); The Promise of Hope: New and Selected Poems 1964–2013 (African Poetry Series. Univeristy of Nebraska Press, 2014); This Earth, My Brother (Garden City, N.Y., Double Day, 1971); The Breast of the Earth: A Survey of the History, Culture, and Literature of Africa South of the Sahara (Anchor Press, 1975); Comes the Voyager at Last: A Tale of Return to Africa ( Africa World Press, Trenton, NJ, 1992); The African Predicament (Sub Saharan Publishers, Ghana, 2006); The Ghana Revolution: Background Account from a Personal Perspective (Oases Publishers, Bronx, N.Y. 1984).
","","","['Double Day', 'Anchor Books', 'Greenfield Review Press', 'Africa World Press', 'Sub Saharan Publishers', 'Oases Publishers']","Garden City New York; Trenton, NJ; Ghana; Bronx, NY","Ewe, English","","https://viaf.org/viaf/97639024/","Kofi Awoonor was born in 1935 in Wheta, Ghana. A critically acclaimed poet and a stateman, Awoonor is the author of the 1971 poetry collection  titled Night of my Blood. Other collections include: Ride Me, Memory (1973), The House by the Sea (1978), Until the Morning After (1987), The Promise of Hope: New and Selected Poems 1964-2013 (2014), and a novel titled This Earth, My Brother (1971). Awoonor attended the University of Ghana, Legon. He was awarded prizes such as Gurrey prize (1959), Commonwealth poetry award (1989), Ghana Association of Writers distinguished authors award (1991) and ECRAG national award for poetry in 1992 and 1994 respectively. He was killed in 2013 during the attack on West Mall Gate, Kenya.
 Works
Poems

    The Land Endures
    On the Gallows Once
    Etchings from My Mind

Poetry Collections

    Rediscovery and Other Poems. Mbari Publications, 1964.
    Night of My Blood. Doubleday, 1971.
    Ride Me, Memory. Greenfield Review Press, 1973.
    The House by the Sea. Greenfield Review Press, 1978.
    Until the morning after: selected poems, 1963-85. Greenfield Review Press, 1987.
    Latin American and Caribbean Notebook. Africa World Press, 1992.
    The Promise of Hope: New and Selected Poems. University of Nebraska Press, 2014.

Speeches, Lectures, Interviews, Performances / Critical Articles, Media:

    Egudu, Romanus N. Four Modern West African Poets. Nok, 1977.
    Goodwin, K. L. Understanding African poetry: a study of ten poets. Heinemann, 1982.
    University of Washington. “Kofi Awoonor, Poetry and Comments.” Internet Archive, 1979. https://archive.org/details/uwlibraries_oclc14261670.
    University of Washington. “Kofi Awoonor, Songs Of The Village.” Internet Archive, July 9, 2014. https://archive.org/details/uwlibraries_oclc9378354.
    University of Washington. “Kofi Awoonor - African Studies Association Keynote Speech. 1992, Seattle, WA.” SoundCloud, 2015. https://soundcloud.com/uwlibraries/kofi-awoonor-asa-keynote-1992.

Biography:

Kofi Awoonor was born George Awoonor-Williams in Wheta, Ghana, to Ewe parents. He was a poet, literary critic, professor of comparative literature and served as an ambassador for Ghana. Awoonor earned a BA from University College of Ghana, an MA from University College, London, and a PhD in comparative literature from SUNY Stony Brook. He is the author of novels, plays, political essays, literary criticism, and several volumes of poetry, including Rediscovery and Other Poems (1964), Night of My Blood (1971), Ride Me, Memory (1973), The House by the Sea (1978), The Latin American and Caribbean Notebook (1992), and a volume of collected poems, Until the Morning After (1987).

Awoonor’s grandmother was an Ewe dirge singer, and the form of his early poetry draws from the Ewe oral tradition. He translated Ewe poetry in his critical study Guardians of the Sacred Word and Ewe Poetry (1974). Other works of literary criticism include The Breast of the Earth: A Survey of the History, Culture, and Literature of Africa South of the Sahara (1975).

In the early 1970s, Awoonor served as chairman of the Department of Comparative Literature at SUNY Stony Book. He returned to Ghana in 1975 to teach at University College of Cape Coast. In Ghana, he was arrested and tried for suspected involvement in a coup. He was imprisoned without trial and was later released; he wrote about his time in jail in The House by the Sea. Awoonor resumed teaching after his sentence was remitted. In the 1980s, he was the Ghanaian ambassador to Brazil and Cuba and served as ambassador to the United Nations from 1990 to 1994; in 1990 he published Ghana: A Political History from Pre-European to Modern Times.

Awoonor is author of the novels This Earth, My Brother… (1971) and Comes the Voyager at Last: A Tale of Return to Africa (1992). He died in the Westgate shopping mall attack in Kenya in September 2013.

(sourced from Poetry Foundation, 10/8/19)","Malik Rasaq","","“Awoonor Kofi.” Poetry Foundation, https://www.poetryfoundation.org/poets/kofi-awoonor. Accessed 15 March 2022. “Kofi Awoonor Obituary.” The Guardian, https://www.theguardian.com/world/2013/sep/23/kofi-awoonor. Accessed 15 March 2022. Asante, Yaw. “Tribute.” Tydskrif Vir Letterkunde. Vol. 51 (1). 2014.","","",""
"recsoZygzH4S44HPH","apdp.cap.000026","Awwad","Bahaa","","[Awwad, Bahaa](apdp.cap.000026)","","","","Egypt","Northern Africa","","","","","","","","","","","","","","","","","","","","","","Any other names, e.g. ""Sobhi Abde Latif""","","","",""
"recVl87C0ataAK3Fg","apdp.cap.000027","Azeli","Iyamade","","[Azeli, Iyamade](apdp.cap.000027)","","","","Sierra Leone","Western Africa","F","","","","","","","","","","","","","","","","","","","","","(CHECK SPELLING)","","","",""
"recOmIibXrj1a4whZ","apdp.cap.000028","Azuah","Unoma Nguemo","","[Azuah, Unoma Nguemo](apdp.cap.000028)","","","","Nigeria","Western Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/26738512/","","","","","","",""
"recNykRh7gCLY8LE7","apdp.cap.000029","Bachkar","Mohamed","","[Bachkar, Mohamed](apdp.cap.000029)","","","","Morocco","Northern Africa","M","","","","","","","","","","","","","","","","","","","","","found on Poetry International","","","",""
"recojJT7p7EtW6yH7","apdp.cap.000030","Baderoon","Gabeba","","[Baderoon, Gabeba](apdp.cap.000030)","","","","South Africa","Southern Africa","F","1969","1960","Port Elizabeth","""Port Elizabeth""","""South Africa""","","N/A","University of Cape Town (B.A. in English and Psychology, 1989), University of Cape Town (M.A. in Postmodernist Television (Media Studies, 1991), University of Cape Town (Ph.D. in Media Studies, 2004)","
","","The Dream in the Next Body (Kwela/Snailpress, Cape Town, 2005), The Museum of Ordinary Life (DaimlerChrysler, 2005), A Hundred Silences (Kwela/Snailpress, Cape Town, 2006), The Silence Before Speaking (2005); Cinnamon (Feminist Studies, 2009);The History of Intimacy (Kwela/Snailpress, Cape Town, 2018); Regarding Muslims: From Slavery to Post-Apartheid (Wits University Press, South Africa, 2014)
","","","['Kwela/ Snailpress', 'DaimlerChrysler', 'Feminist Studies', 'Wits University Press']","","English","","","Gabeba Baderoon was born in 1969 in Port Elizabeth. A critically acclaimed poet and an academic, she was awarded the Daimler Chrysler Award for South African Poetry for her collection titled The Dream in the Next Body (2005). She has authored other poetry books, which include The Museum of Ordinary Life (2005), A Hundred Silences (2006), The Silence Before Speaking (2005), Cinnamon (2009), and The History of Intimacy (2018). She had B.A. in English and Psychology (University of Cape Town, 1989), M.A. in Postmodernist Television (Media Studies, University of Cape Town), and a PhD. in Media Studies (University of Cape Town, 2004). Her other awards include the 2005 Guest Writer Fellowship at the Nordic Africa Institute, 2008 Civitella Ranieri Fellowship in Italy, 2008: Writer's Residency at the University of Witwatersrand, and the 2019 Meida24 Books Literary Prize: Elizabeth Eybers Prize for The History of Intimacy.","Rasaq Malik","","“Baderoon Gabeba.” Poetry International Archives, https://www.poetryinternational.org/pi/poet/5375/Gabeba-Baderoon. Accessed March 15, 2022. “Baderoon Gabeba.” Wikipedia, https://en.wikipedia.org/wiki/Gabeba_Baderoon. Accessed March 15, 2022. “Baderoon Gabeba.” Badilisha Poetry X-Change, http://badilishapoetry.com/gabeba-baderoon/ Accessed March 15, 2022.","","",""
"recE61SDQSIq2sh7I","apdp.cap.000031","Bakouri","Amina","","[Bakouri, Amina](apdp.cap.000031)","","Morrocan","","Morocco","Northern Africa","F","1969","1960","Taza, Morocco","""Taza""","""Morocco""","","N/A","Faculty of letters, Rabat, Morocco, Ph.D in Arab literature, grad date not found","
","","Ra'ian Ya'tika Lmadih (Sais Midit Publications, Rabat, 2002)
","","","['Sais Midit Publications']","Rabat, Morroco","Arabic","","","Amina Bakouri was born in 1969 in Taza, Morocco. She is most well known for writing contemporary women’s poetry through the lens of the Arab tradition where she challenges patriarchal authority. Her poetry collection, Ra'ian Ya'tika Lmadih, was published in 2002. She received her Ph.D. in Arab literature from the Faculty of letters, Rabat, Morocco. In her work, the poet makes references to the Arabic poetic heritage, and her writing style has been described as embodying a spiritual aura. Like other contemporary Moroccan female writers, Bakouri uses complex interrelationships between different texts as a guide to literary interpretation, an approach that is largely connected to Morocco’s past poetic memory.","Tryphena Yeboah","Found in Poetry International","“Amina El Bakouri.” Poetry International Archives, https://www.poetryinternational.org/pi/poet/3816/Amina-El-Bakouri/en/list. Accessed 15 March 2022. Njoku, Raphael Chijioke. Culture and Customs of Morocco. Greenwood Press, 2005. “Poets' Diaries: Amina El Bakouri.” Poetry International Archives, 8 Aug. 2004, https://www.poetryinternational.org/pi/int_article/378/Poets-diaries-Amina-El-Bakouri/en/list. Accessed 15 March 2022.","","",""
"rec67kHXVpnRAxl0P","apdp.cap.000032","Banoobhai","Shabbir","","[Banoobhai, Shabbir](apdp.cap.000032)","","South African","","South Africa","Southern Africa","M","1949","1940","Saville Street, Durban, SA","""Durban""","""South Africa""","","N/A","University of South Africa (Unisa), Bachelor of Commerce Degree","
","","Echoes of my Other Self (Johannesburg, South Africa, Ravan Press, 1980); Shadows of a Sun-darkened Land (Johannesburg, South Africa, Ravan Press,1984); Inward moon - outward sun (University Of KwaZulu-Natal Press, Kwazulu-Natal, 2002); SA lightmail (Africa Impressions, Dormerton 2002); South Africa Book of Songs (Wits University Press, Johannesburg, 2004); SA Lyrics in Paradise (Cape Town, South Africa, self published, 2009); Dark Light - the Spirit's Secret (Cape Town, South Africa, self published, 2009); The Drums Beat All Night (Cape Town, South Africa self published, 2013); All that Remains (Cape Town, South Africa, self published, 2020)
","","","['Ravan Press', 'University Of KwaZulu-Natal Press', 'Africa Impressions', 'Wits University Press']","Johannesburg, South Africa; Kwazulu-Natal, SA; Dormerton, South Africa; Cape Town, South Africa ","English","","https://viaf.org/viaf/73892274","Shabbir Banoobhai was born to Indian parents in 1949 in Saville Street located in the city of Durban. He has published many poetry collections including echoes of my other self (1980), shadows of a sun-darkened land (1984), lyrics to paradise (2004), and the drums beat all night (2013) in which he explores spirituality and celebrates divinity in humanity. He went to the University of South Africa (Unisa) for his Bachelor of Commerce Degree. Ranked among South Africa’s most acclaimed poets, Banoobhai has successfully established himself as an accountant, a political activist and a spiritual thought leader as he continues to write reflections on love, leadership, and philosophy.","Tryphena Yeboah","","“About the Author: Shabbir Banoobhai.” Veils Of Light, 28 Mar. 2016, https://veilsoflight.com/about/. Accessed 12 March 2022. “Shabbir Banoobhai.” Wikipedia, Wikimedia Foundation, 21 Jan. 2022, https://en.wikipedia.org/wiki/Shabbir_Banoobhai. Accessed 12 March 2022. “Shabbir Banoobhai.” University of South Africa, Unisa, https://www.unisa.ac.za/sites/corporate/default/Unisa-History-and-Memory-Project/Personalities/All-personalities/Shabbir-Banoobhai. Accessed 12 March 2022.","","",""
"recJ9sgyNIDxBtIyt","apdp.cap.000033","Barakat","Ahmed","","[Barakat, Ahmed](apdp.cap.000033)","","Morrocan","","Morocco","Northern Africa","M","1960","1960","","","","1994","Casablanca, Morroco","","
","","Abadan lan Ussai’da Azzilzal (Manshourat Ittihah Kuttab al Maghreb, Rabat 1991); Dafatir al Khusran(Manshourat Ittihah Kuttab al Maghreb, Rabat, 1994)
","","","['Arabic']","Rabat, Morocco","Arabic","","","Ahmed Barakat was born in 1960 in Casablanca, Morocco. He worked as a journalist for the Moroccan newspaper, Bayane Al Yawm, until his death in 1994 at the age of 34. He published two poetry collections including Abadan lan Ussai’da Azzilzal (Never will I sustain the schism). His poems, “Afterwards,” “Black Pain” and “The Torn Flag” were translated by Norddine Zouitni in 2012 and published in Poems for the Millennium, an anthology of traditional and experimental literary texts by North African writers. He was known for championing the prose poem in Morocco and is considered the first writer in the country to write a manifesto defending and celebrating this poetic form. The manifesto, titled “We Are Diggers of Wells, or the Unsigned Manifesto,” was written in 1993 during a poetry festival of Salé and has since been known as the Salé prose poem manifesto. In his poetry, the writer reflected on the urban cosmopolitan experience, work that is often regarded as a tribute to the city of Casablanca.","Tryphena Yeboah","found on Poetry International, Died young so Tryphena noted it was difficult to find information on the poet","“Ahmed Barakat .” Poetry International Archives, https://www.poetryinternational.org/pi/poet/3813/Ahmed-Barakat/. Accessed 14 March 2022. “Ahmed Barakat (Moroccan Poets #3).” News and Views from Morocco, The View from Fez, http://riadzany.blogspot.com/2006/01/ahmed-barakat-moroccan-poets-3.html. Accessed 14 March 2022. “Poems for the Millennium, Volume Four.” 2013. De Gruyter, University of California Press, Berkeley, CA “Ahmed Barakat.” Banipal: Magazine of Modern Arab Literature, http://www.banipal.co.uk/contributors/281/ahmed-barakat/. Accessed 14 March 2022.","","",""
"recm3RjeRei3J0ULo","apdp.cap.000034","Barya","Mildred","Kiconco","[Barya, Mildred 'Kiconco'](apdp.cap.000034)","","","","Uganda","Eastern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/69167056/","","","","","","",""
"recgpmRKhFhCuUAnZ","apdp.cap.000035","Bashir","Samiya","","[Bashir, Samiya](apdp.cap.000035)","","Somali, African American","","Somalia, United States","Eastern Africa","F","1970","1970","Ypsilanti, Michigan","""Ypsilanti""","""United States""","","N/A","BA in Literature of American Ethnic Cultures from the University of California, Berkeley (1994) MFA from the University of Michigan (2011), Poetry for the People","
","","Wearing Shorts on the First Day of Spring (Sistafire Publishing, self-published,1999); American Visa (Sistafire Publishing, self-published, 2001); Role Call: A Generational Anthology of Social and Political Black Literature and Art (Chicago, IL, Third World Press, 2002);  Best Black Women's Erotica II (Jersey City, NJ, Cleis Press, 2003) ;Teasing Crow (Sistafire Publishing, self-published, 2006); Where the Apple Falls (RedBone Press, New Orleans, LA, 2005); Gospel (RedBone Press, New Orleans, LA, 2009);  Field Theories (2017) Nightboat Books, Brooklyn, NY
","","","['Sistafire Publishing', 'Third World Press', 'Cleis Press', 'RedBone Press', 'Nightboat Books']","Jersey City, New Jersey; New Orleans, LA; Brooklyn, NY","English, Spanish, Italian","","https://viaf.org/viaf/19371729/","Samiya Bashir was born in 1970 in Ypsilanti, Michigan. A professor and lesbian poet, she is the author of poetry chapbooks Wearing Shorts on the First Day of Spring (1999), American Visa (2001) and Teasing Crow (2006). Her full-length collections include Where the Apple Falls (2005), Gospel (2009), a Lambda Literary Award finalist, and Field Theories (2017), which won the Oregon Book Award. As an activist, her work focuses on civil rights struggles and engages multiple landscapes of her own queer identity and politics. Bashir attended the University of California, Berkeley in 1994 where she received her BA in Literature of American Ethnic Cultures and served as Poet Laureate. In 2011, she studied Poetry for the People, an arts/activism program founded by June Jordan, in the University of Michigan. She was the first black woman to be awarded the Rome Prize by the American Academy in Rome in 2019. She joined the Reed College faculty in 2012, where she teaches poetry writing.","Tryphena Yeboah","","Hawley, John Charles. LGBTQ America Today: An Encyclopedia. Greenwood, 2009. “Samiya Bashir .” Faulty Profiles, Reed College, https://www.reed.edu/faculty-profiles/profiles/bashir-samiya.html. Accessed 28 January 2022. “Poetry for the People.” Poetry For The People - African American Studies, University of California Berkeley, https://africam.berkeley.edu/poetry-for-the-people/. Accessed 28 January 2022. “Samiya Bashir.” Poetry Foundation, Poetry Foundation, https://www.poetryfoundation.org/poets/samiya-bashir. Accessed 28 January 2022. “Samiya Bashir.” Wikipedia, https://en.wikipedia.org/wiki/Samiya_Bashir. Accessed 28 January 2022. “Samiya Bashir.” Gertrude Interview : Samiya Bashir , Gertrude Press, https://www.gertrudepress.org/samiya-bashir.html. Accessed 28 January 2022.","","",""
